vorlage_titel_de,urnengang_datum,thema,Parent,thema_ave,thema_count,thema1,Code,thema1_ave,thema1_count,thema2,thema3,stimmbeteiligung,ja_prozent,year,ImageURL
Bundesgesetz über die Raumplanung,1999-02-06T23:00:00Z,Umwelt und Lebensraum,900,43.46254535,43,Raumplanung,910,40.42970618,5,Natur- und Heimatschutz,Agrarpolitik,37.96148539,55.94239909,1999,
Volksinitiative «Wohneigentum für alle»,1999-02-06T23:00:00Z,Umwelt und Lebensraum,900,43.46254535,43,Wohnungsbau – Wohneigentum,920,41.20423223,7,Steuersystem,#N/A,38.17569962,41.31789354,1999,
Bundesbeschluss betreffend die Verfassungsbestimmung über die Transplantationsmedizin,1999-02-06T23:00:00Z,Sozialpolitik,1000,48.56855724,132,Medizinforschung und -technik,1010,37.97977644,1,#N/A,#N/A,37.97977644,87.77089367,1999,
Bundesbeschluss über die Änderung der Voraussetzung für die Wählbarkeit in den Bundesrat,1999-02-06T23:00:00Z,Staatsordnung,100,48.14813263,94,"Regierung, Verwaltung",130,54.26276138,13,Wahlsystem,Föderalismus,38.01377322,74.67434288,1999,
"Bundesgesetz über die Arbeit in Industrie, Gewerbe und Handel",1998-11-28T23:00:00Z,Wirtschaft,400,48.27157492,76,Arbeitsbedingungen,420,46.03557686,5,Stellung der Frau,#N/A,38.10572288,63.37773016,1998,
Volksinitiative «für eine vernünftige Drogenpolitik»,1998-11-28T23:00:00Z,Sozialpolitik,1000,48.56855724,132,Suchtmittel,1010,50.77990726,17,#N/A,#N/A,38.36446845,26.00777392,1998,
"Bundesbeschluss über einen befristet geltenden, neuen Getreideartikel",1998-11-28T23:00:00Z,Landwirtschaft,500,46.31987628,38,Pflanzliche Produktion,500,49.67879024,16,#N/A,#N/A,38.02436774,79.43005606,1998,
Bundesbeschluss über Bau und Finanzierung von Infrastrukturvorhaben des öffentlichen Verkehrs,1998-11-28T23:00:00Z,Verkehr und Infrastruktur,800,47.82569784,55,Güterverkehr,830,42.10181146,2,Indirekte Steuern,#N/A,38.30682573,63.5013755,1998,
Volksinitiative «für die 10. AHV-Revision ohne Erhöhung des Rentenalters»,1998-09-26T22:00:00Z,Sozialpolitik,1000,48.56855724,132,Alters- und Hinterbliebenenversicherung,1020,51.73038178,23,Stellung der Frau,#N/A,51.63697714,41.47880951,1998,
Volksinitiative «für preisgünstige Nahrungsmittel und ökologische Bauernhöfe»,1998-09-26T22:00:00Z,Landwirtschaft,500,46.31987628,38,Agrarpolitik,500,42.87403572,11,Umweltpolitik,#N/A,51.58594462,22.98541293,1998,
Bundesgesetz über eine leistungsabhängige Schwerverkehrsabgabe,1998-09-26T22:00:00Z,Verkehr und Infrastruktur,800,47.82569784,55,Schwerverkehr,820,46.02636737,6,Indirekte Steuern,Umweltpolitik,51.81462037,57.2014742,1998,
Volksinitiative «S.o.S. - Schweiz ohne Schnüffelpolizei»,1998-06-06T22:00:00Z,Sicherheitspolitik,300,50.57895823,49,Staatsschutz,310,54.79911082,7,Grundrechte,Polizei,40.98986153,24.59397953,1998,
Volksinitiative «zum Schutz von Leben und Umwelt vor Genmanipulation (Gen-Schutz-Initiative)»,1998-06-06T22:00:00Z,Bildung und Forschung,1100,39.99022374,24,Gentechnologie,1140,41.32272714,1,Umweltpolitik,Medizinforschung und -technik,41.32272714,33.29117983,1998,
Bundesbeschluss über Massnahmen zum Haushaltausgleich,1998-06-06T22:00:00Z,Öffentliche Finanzen,600,45.78524517,68,Öffentliche Ausgaben,600,41.28712299,7,#N/A,#N/A,40.92093394,70.70457225,1998,
Volksinitiative «Jugend ohne Drogen»,1997-09-27T22:00:00Z,Sozialpolitik,1000,48.56855724,132,Suchtmittel,1010,50.77990726,17,Kinder und Jugendliche,#N/A,40.82293742,29.34298971,1997,
Bundesbeschluss über die Finanzierung der Arbeitslosenversicherung,1997-09-27T22:00:00Z,Sozialpolitik,1000,48.56855724,132,Arbeitslosenversicherung,1020,39.67033043,5,Spar- und Sanierungsmassnahmen,#N/A,40.61878529,49.17896922,1997,
Bundesbeschluss über die Aufhebung des Pulverregals,1997-06-07T22:00:00Z,Sicherheitspolitik,300,50.57895823,49,Rüstung,320,47.95003984,14,Wettbewerbspolitik,#N/A,35.25493308,82.17683778,1997,
Volksinitiative «für ein Verbot der Kriegsmaterialausfuhr»,1997-06-07T22:00:00Z,Aussenpolitik,200,50.44954623,33,Aussenwirtschaftspolitik,200,48.34634639,4,Rüstung,#N/A,35.47026846,22.50196725,1997,
Volksinitiative «EU-Beitrittsverhandlungen vors Volk!»,1997-06-07T22:00:00Z,Aussenpolitik,200,50.44954623,33,EU,220,49.92906491,10,Referendum,#N/A,35.44276916,25.94511132,1997,
"Bundesgesetz über die Arbeit in Industrie, Gewerbe und Handel",1996-11-30T23:00:00Z,Wirtschaft,400,48.27157492,76,Arbeitsbedingungen,420,46.03557686,5,Stellung der Frau,#N/A,46.72178491,32.96780335,1996,
Volksinitiative «gegen die illegale Einwanderung»,1996-11-30T23:00:00Z,Sozialpolitik,1000,48.56855724,132,Flüchtlinge,1030,45.42428137,8,#N/A,#N/A,46.74721709,46.33612236,1996,
Regierungs- und Verwaltungsorganisationsgesetz (RVOG),1996-06-08T22:00:00Z,Staatsordnung,100,48.14813263,94,"Regierung, Verwaltung",130,54.26276138,13,#N/A,#N/A,31.3394431,39.39115592,1996,
Gegenentwurf der Bundesversammlung zur Volksinitiative «Bauern und Konsumenten - für eine naturnahe Landwirtschaft»,1996-06-08T22:00:00Z,Landwirtschaft,500,46.31987628,38,Agrarpolitik,500,42.87403572,11,Umweltpolitik,#N/A,31.41644344,77.58696037,1996,
Bundesbeschluss über die Aufhebung der Bundesbeiträge an Bahnhofparkplatzanlagen,1996-03-09T23:00:00Z,Verkehr und Infrastruktur,800,47.82569784,55,Strassenverkehr,800,48.53296085,14,Spar- und Sanierungsmassnahmen,#N/A,30.98318551,53.94563799,1996,
Bundesbeschluss über die Aufhebung der Pflicht zum Ankauf von Brennapparaten und zur Uebernahme von Branntwein,1996-03-09T23:00:00Z,Landwirtschaft,500,46.31987628,38,Pflanzliche Produktion,500,49.67879024,16,Spar- und Sanierungsmassnahmen,#N/A,30.92265624,80.79886044,1996,
Bundesbeschluss über die Aufhebung der kantonalen Zuständigkeit im Bereich der persönlichen Ausrüstung der Armeeangehörigen,1996-03-09T23:00:00Z,Sicherheitspolitik,300,50.57895823,49,Rüstung,320,47.95003984,14,Spar- und Sanierungsmassnahmen,Aufgabenteilung,31.01621137,43.69964408,1996,
Bundesbeschluss über den Uebertritt der bernischen Gemeinde Vellerat zum Kanton Jura,1996-03-09T23:00:00Z,Staatsordnung,100,48.14813263,94,Territorialfragen,150,37.51287917,3,#N/A,#N/A,30.99383902,91.6396365,1996,
Bundesbeschluss über die Revision des Sprachenartikels in der Bundesverfassung (Art. 116 BV),1996-03-09T23:00:00Z,"Kultur, Religion, Medien",1200,42.55941099,18,Sprachpolitik,1200,42.67909377,2,#N/A,#N/A,31.03173504,76.16914216,1996,
Bundesgesetz über den Erwerb von Grundstücken durch Personen im Ausland,1995-06-24T22:00:00Z,Umwelt und Lebensraum,900,43.46254535,43,Bodenrecht,910,42.26303326,7,Ausländerpolitik,Fremdenverkehr,40.34646582,46.43844495,1995,
Volksinitiative «zum Ausbau von AHV und IV»,1995-06-24T22:00:00Z,Sozialpolitik,1000,48.56855724,132,Alters- und Hinterbliebenenversicherung,1020,51.73038178,23,Invalidenversicherung,#N/A,40.34849117,27.63615873,1995,
Bundesgesetz über die Alters- und Hinterlassenenversicherung,1995-06-24T22:00:00Z,Sozialpolitik,1000,48.56855724,132,Alters- und Hinterbliebenenversicherung,1020,51.73038178,23,Stellung der Frau,#N/A,40.42347274,60.71164875,1995,
Bundesbeschluss über eine Ausgabenbremse,1995-03-11T23:00:00Z,Öffentliche Finanzen,600,45.78524517,68,Öffentliche Ausgaben,600,41.28712299,7,Gesetzgebungsverfahren,Parlament,37.855421,83.38035414,1995,
Landwirtschaftsgesetz,1995-03-11T23:00:00Z,Landwirtschaft,500,46.31987628,38,Agrarpolitik,500,42.87403572,11,#N/A,#N/A,37.92276496,33.59225212,1995,
Milchwirtschaftsbeschluss 1988 (MWB 1988),1995-03-11T23:00:00Z,Landwirtschaft,500,46.31987628,38,Tierische Produktion,500,44.05493124,9,#N/A,#N/A,37.9358978,36.52833551,1995,
Gegenentwurf der Bundesversammlung zur Volksinitiative «für eine umweltgerechte und leistungsfähige bäuerliche Landwirtschaft»,1995-03-11T23:00:00Z,Landwirtschaft,500,46.31987628,38,Agrarpolitik,500,42.87403572,11,Umweltpolitik,#N/A,37.93458888,49.12202274,1995,
Bundesgesetz über Zwangsmassnahmen im Ausländerrecht,1994-12-03T23:00:00Z,Staatsordnung,100,48.14813263,94,Strafrecht,160,48.45272312,13,Ausländerpolitik,Flüchtlinge,44.02968536,72.90621474,1994,
Volksinitiative «für eine gesunde Krankenversicherung»,1994-12-03T23:00:00Z,Sozialpolitik,1000,48.56855724,132,Kranken- und Unfallversicherung,1020,46.77694105,17,#N/A,#N/A,43.97892156,23.44574729,1994,
Bundesgesetz über die Krankenversicherung (KVG),1994-12-03T23:00:00Z,Sozialpolitik,1000,48.56855724,132,Kranken- und Unfallversicherung,1020,46.77694105,17,#N/A,#N/A,43.98383418,51.79593565,1994,
Schweizerisches Strafgesetzbuch Militärstrafgesetz,1994-09-24T22:00:00Z,Sozialpolitik,1000,48.56855724,132,Ausländerpolitik,1030,51.12846747,20,Strafrecht,Internationales Recht,45.90262191,54.64835376,1994,
Bundesbeschluss über die Aufhebung der Verbilligung von inländischem Brotgetreide aus Zolleinnahmen,1994-09-24T22:00:00Z,Landwirtschaft,500,46.31987628,38,Pflanzliche Produktion,500,49.67879024,16,Spar- und Sanierungsmassnahmen,#N/A,45.5085882,64.59388013,1994,
Bundesgesetz über schweizerische Truppen für friedenserhaltende Operationen (BTFO),1994-06-11T22:00:00Z,Aussenpolitik,200,50.44954623,33,UNO,230,51.97214092,3,Internationale Einsätze,#N/A,46.77689153,42.77085922,1994,
Bundesbeschluss über die Revision der Bürgerrechtsregelung in der Bundesverfassung (Erleichterte Einbürgerung für junge Ausländer),1994-06-11T22:00:00Z,Staatsordnung,100,48.14813263,94,Bürgerrecht,160,45.4509234,7,Ausländerpolitik,#N/A,46.75438848,52.83837969,1994,
Bundesbeschluss über einen Kulturförderungsartikel in der Bundesverfassung (Art. 27septies BV),1994-06-11T22:00:00Z,"Kultur, Religion, Medien",1200,42.55941099,18,Kulturpolitik,1200,40.55568839,6,Aufgabenteilung,#N/A,46.61978567,50.98297575,1994,
Luftfahrtgesetz,1994-02-19T23:00:00Z,Verkehr und Infrastruktur,800,47.82569784,55,Luftverkehr,800,43.88337024,3,#N/A,#N/A,40.6352564,61.06734238,1994,
Volksinitiative «zum Schutze des Alpengebietes vor dem Transitverkehr»,1994-02-19T23:00:00Z,Verkehr und Infrastruktur,800,47.82569784,55,Transitverkehr,810,40.83374256,1,Umweltpolitik,Luftreinhaltung,40.83374256,51.90686803,1994,
Bundesbeschluss über die Einführung einer leistungs- oder verbrauchsabhängigen Schwerverkehrsabgabe,1994-02-19T23:00:00Z,Verkehr und Infrastruktur,800,47.82569784,55,Schwerverkehr,820,46.02636737,6,Indirekte Steuern,Umweltpolitik,40.74829236,67.1394599,1994,
Bundesbeschluss über die Weiterführung der Schwerverkehrsabgabe,1994-02-19T23:00:00Z,Verkehr und Infrastruktur,800,47.82569784,55,Schwerverkehr,820,46.02636737,6,Indirekte Steuern,Umweltpolitik,40.77725742,72.22623406,1994,
Bundesbeschluss über die Weiterführung der Nationalstrassenabgabe,1994-02-19T23:00:00Z,Verkehr und Infrastruktur,800,47.82569784,55,Strassenverkehr,800,48.53296085,14,Indirekte Steuern,#N/A,40.79623905,68.47613953,1994,
Volksinitiative «zur Verminderung der Tabakprobleme»,1993-11-27T23:00:00Z,Sozialpolitik,1000,48.56855724,132,Suchtmittel,1010,50.77990726,17,Kinder und Jugendliche,#N/A,45.49755341,25.51893538,1993,
Volksinitiative «zur Verminderung der Alkoholprobleme»,1993-11-27T23:00:00Z,Sozialpolitik,1000,48.56855724,132,Suchtmittel,1010,50.77990726,17,Kinder und Jugendliche,#N/A,45.48666802,25.25691079,1993,
Bundesbeschluss über besondere Verbrauchssteuern,1993-11-27T23:00:00Z,Öffentliche Finanzen,600,45.78524517,68,Indirekte Steuern,610,48.89713145,13,#N/A,#N/A,45.38591789,60.64867959,1993,
Bundesbeschluss über Massnahmen zur Erhaltung der Sozialversicherung,1993-11-27T23:00:00Z,Öffentliche Finanzen,600,45.78524517,68,Indirekte Steuern,610,48.89713145,13,Alters- und Hinterbliebenenversicherung,#N/A,45.38756056,62.58692338,1993,
Bundesbeschluss über einen Beitrag zur Gesundung der Bundesfinanzen,1993-11-27T23:00:00Z,Öffentliche Finanzen,600,45.78524517,68,Indirekte Steuern,610,48.89713145,13,Spar- und Sanierungsmassnahmen,#N/A,45.38031093,57.72315588,1993,
Bundesbeschluss über die Finanzordnung,1993-11-27T23:00:00Z,Öffentliche Finanzen,600,45.78524517,68,Finanzordnung,600,45.48570642,14,Steuersystem,#N/A,45.40751346,66.65575031,1993,
Bundesbeschluss über Massnahmen in der Arbeitslosenversicherung,1993-09-25T22:00:00Z,Sozialpolitik,1000,48.56855724,132,Arbeitslosenversicherung,1020,39.67033043,5,#N/A,#N/A,39.74189207,70.3989008,1993,
Bundesbeschluss über befristete Massnahmen gegen die Kostensteigerung in der Krankenversicherung,1993-09-25T22:00:00Z,Sozialpolitik,1000,48.56855724,132,Kranken- und Unfallversicherung,1020,46.77694105,17,#N/A,#N/A,39.78216654,80.54829597,1993,
Volksinitiative «für einen arbeitsfreien Bundesfeiertag» (1. August-Initiative),1993-09-25T22:00:00Z,Staatsordnung,100,48.14813263,94,Nationale Identität,100,39.88858423,1,Arbeitszeit,#N/A,39.88858423,83.77001999,1993,
Bundesbeschluss über den Anschluss des bernischen Amtsbezirks Laufen an den Kanton Basel-Landschaft,1993-09-25T22:00:00Z,Staatsordnung,100,48.14813263,94,Territorialfragen,150,37.51287917,3,#N/A,#N/A,39.49591919,75.16218516,1993,
Bundesbeschluss gegen den Waffenmissbrauch,1993-09-25T22:00:00Z,Staatsordnung,100,48.14813263,94,Strafrecht,160,48.45272312,13,Beziehungen zwischen Bund und Kantone,#N/A,39.849825,86.27157655,1993,
Volksinitiative «für eine Schweiz ohne neue Kampfflugzeuge»,1993-06-05T22:00:00Z,Sicherheitspolitik,300,50.57895823,49,Rüstung,320,47.95003984,14,#N/A,#N/A,55.5840446,42.80827197,1993,
Volksinitiative «40 Waffenplätze sind genug - Umweltschutz auch beim Militär»,1993-06-05T22:00:00Z,Sicherheitspolitik,300,50.57895823,49,Militäranlagen,320,51.62499388,2,Natur- und Heimatschutz,#N/A,55.57930698,44.71482149,1993,
Volksinitiative «zur Abschaffung der Tierversuche»,1993-03-06T23:00:00Z,Bildung und Forschung,1100,39.99022374,24,Tierversuche,1140,44.4747126,4,Medizinforschung und -technik,Tierische Produktion,51.23050832,27.7660863,1993,
Bundesbeschluss über die Aufhebung des Spielbankenverbots,1993-03-06T23:00:00Z,Wirtschaft,400,48.27157492,76,Strukturpolitik,410,51.12449513,13,Geldspiele,Indirekte Steuern,51.24696446,72.45981208,1993,
Bundesgesetz über die Erhöhung des Treibstoffzolles,1993-03-06T23:00:00Z,Öffentliche Finanzen,600,45.78524517,68,Indirekte Steuern,610,48.89713145,13,Strassenbau,#N/A,51.27620761,54.50792923,1993,
Bundesbeschluss über den Europäischen Wirtschaftsraum (EWR),1992-12-05T23:00:00Z,Aussenpolitik,200,50.44954623,33,EWR,220,78.74272721,1,Aussenwirtschaftspolitik,Wirtschaftspolitik,78.74272721,49.66424197,1992,
Bundesgesetz über das bäuerliche Bodenrecht,1992-09-26T22:00:00Z,Umwelt und Lebensraum,900,43.46254535,43,Bodenrecht,910,42.26303326,7,Agrarpolitik,#N/A,45.65253307,53.57460332,1992,
Bundesgesetz über die Stempelabgaben,1992-09-26T22:00:00Z,Öffentliche Finanzen,600,45.78524517,68,Indirekte Steuern,610,48.89713145,13,"Banken, Börsen, Versicherungen",#N/A,45.67075251,61.46963181,1992,
Bundesgesetz über die Beiträge an die Infrastrukturkosten der Fraktionen und der Mitglieder der eidgenössischen Räte (Infrastrukturgesetz),1992-09-26T22:00:00Z,Staatsordnung,100,48.14813263,94,Parlament,130,45.2411683,11,#N/A,#N/A,45.4769117,30.59374192,1992,
Bundesgesetz über die Bezüge der Mitglieder der eidgenössischen Räte und über die Beiträge an die Fraktionen (Entschädigungsgesetz),1992-09-26T22:00:00Z,Staatsordnung,100,48.14813263,94,Parlament,130,45.2411683,11,#N/A,#N/A,45.55089237,27.58357126,1992,
"Bundesgesetz über den Geschäftsverkehr der Bundesversammlung sowie über die Form, die Bekanntmachung und das Inkrafttreten ihrer Erlasse (Geschäftsverkehrsgesetz)",1992-09-26T22:00:00Z,Staatsordnung,100,48.14813263,94,Parlament,130,45.2411683,11,#N/A,#N/A,45.40987913,58.01169238,1992,
Bundesbeschluss über den Bau der schweizerischen Eisenbahn-Alpentransversale (Alpentransit-Beschluss),1992-09-26T22:00:00Z,Verkehr und Infrastruktur,800,47.82569784,55,Güterverkehr,830,42.10181146,2,Umweltpolitik,#N/A,45.89679719,63.61121151,1992,
"Schweizerisches Strafgesetzbuch, Militärstrafgesetz (Strafbare Handlungen gegen die sexuelle Integrität)",1992-05-16T22:00:00Z,Staatsordnung,100,48.14813263,94,Strafrecht,160,48.45272312,13,Kinder und Jugendliche,Stellung der Frau,39.1390936,73.11385659,1992,
Bundesbeschluss über die Einführung eines Zivildienstes für Dienstverweigerer,1992-05-16T22:00:00Z,Sicherheitspolitik,300,50.57895823,49,Dienstverweigerung – Zivildienst,320,40.28862995,5,#N/A,#N/A,39.21404142,82.52329914,1992,
Gegenentwurf der Bundesversammlung zur Volksinitiative «gegen Missbräuche der Fortpflanzungs- und Gentechnologie beim Menschen»,1992-05-16T22:00:00Z,Sozialpolitik,1000,48.56855724,132,Fortpflanzungsmedizin,1010,42.89311054,4,Gentechnologie,#N/A,39.17748582,73.82596256,1992,
Volksinitiative «zur Rettung unserer Gewässer»,1992-05-16T22:00:00Z,Umwelt und Lebensraum,900,43.46254535,43,Gewässerschutz,930,48.00538654,6,Wasserkraft,#N/A,39.20481401,37.05736823,1992,
"Bundesgesetz über den Schutz der Gewässer (Gewässerschutzgesetz, GSchG)",1992-05-16T22:00:00Z,Umwelt und Lebensraum,900,43.46254535,43,Gewässerschutz,930,48.00538654,6,Wasserkraft,#N/A,39.20749151,66.0781229,1992,
Bundesgesetz über die Mitwirkung der Schweiz an den Institutionen von Bretton Woods,1992-05-16T22:00:00Z,Aussenpolitik,200,50.44954623,33,Internationale Organisationen,200,51.72301918,3,Aussenwirtschaftspolitik,Entwicklungszusammenarbeit,38.79668362,56.42128332,1992,
Bundesbeschluss über den Beitritt der Schweiz zu den Institutionen von Bretton Woods,1992-05-16T22:00:00Z,Aussenpolitik,200,50.44954623,33,Internationale Organisationen,200,51.72301918,3,Aussenwirtschaftspolitik,Entwicklungszusammenarbeit,38.80064455,55.83749134,1992,
Volksinitiative «zur drastischen und schrittweisen Einschränkung der Tierversuche (Weg vom Tierversuch!)»,1992-02-15T23:00:00Z,Bildung und Forschung,1100,39.99022374,24,Tierversuche,1140,44.4747126,4,Medizinforschung und -technik,Tierische Produktion,44.50020319,43.63468867,1992,
Volksinitiative «für eine finanziell tragbare Krankenversicherung (Krankenkasseninitiative)»,1992-02-15T23:00:00Z,Sozialpolitik,1000,48.56855724,132,Kranken- und Unfallversicherung,1020,46.77694105,17,#N/A,#N/A,44.40238424,39.26732688,1992,
Militärstrafgesetz (MStG),1991-06-01T22:00:00Z,Sicherheitspolitik,300,50.57895823,49,Dienstverweigerung – Zivildienst,320,40.28862995,5,#N/A,#N/A,33.32256808,55.68075002,1991,
Bundesbeschluss über die Neuordnung der Bundesfinanzen,1991-06-01T22:00:00Z,Öffentliche Finanzen,600,45.78524517,68,Finanzordnung,600,45.48570642,14,Steuersystem,#N/A,33.27022359,45.6479943,1991,
Volksinitiative «zur Förderung des öffentlichen Verkehrs»,1991-03-02T23:00:00Z,Verkehr und Infrastruktur,800,47.82569784,55,Verkehrspolitik,800,47.46350524,9,Umweltpolitik,#N/A,31.23538945,37.14024594,1991,
Bundesbeschluss über die Herabsetzung des Stimm- und Wahlrechtsalters auf 18 Jahre,1991-03-02T23:00:00Z,Staatsordnung,100,48.14813263,94,Stimmrecht,140,51.32866041,4,Kinder und Jugendliche,Grundrechte,31.28593096,72.74815577,1991,
Bundesgesetz über den Strassenverkehr,1990-09-22T22:00:00Z,Verkehr und Infrastruktur,800,47.82569784,55,Strassenverkehr,800,48.53296085,14,#N/A,#N/A,40.29948291,52.7963089,1990,
Bundesbeschluss über den Energieartikel in der Bundesverfassung,1990-09-22T22:00:00Z,Energie,700,44.90049356,23,Energiepolitik,700,40.68013851,7,#N/A,#N/A,40.33980057,71.09959936,1990,
Volksinitiative «Stopp dem Atomkraftwerkbau (Moratorium)»,1990-09-22T22:00:00Z,Energie,700,44.90049356,23,Kernenergie,700,44.42780188,9,Umweltpolitik,#N/A,40.43564707,54.51989447,1990,
Volksinitiative «für den Ausstieg aus der Atomenergie»,1990-09-22T22:00:00Z,Energie,700,44.90049356,23,Kernenergie,700,44.42780188,9,Umweltpolitik,#N/A,40.41610958,47.12915166,1990,
Bundesgesetz über die Organisation der Bundesrechtspflege,1990-03-31T22:00:00Z,Staatsordnung,100,48.14813263,94,Gerichte,130,47.5891708,5,#N/A,#N/A,40.73335151,47.35559743,1990,
Bundesbeschluss über den Rebbau,1990-03-31T22:00:00Z,Landwirtschaft,500,46.31987628,38,Pflanzliche Produktion,500,49.67879024,16,Pflanzliche Produktion,#N/A,40.81791122,46.6601848,1990,
Volksinitiative «für eine freie Aarelandschaft zwischen Biel und Solothurn/Zuchwil»,1990-03-31T22:00:00Z,Verkehr und Infrastruktur,800,47.82569784,55,Strassenbau,820,43.86182807,8,Natur- und Heimatschutz,#N/A,41.05809407,34.04255686,1990,
Volksinitiative «für ein autobahnfreies Knonauer Amt»,1990-03-31T22:00:00Z,Verkehr und Infrastruktur,800,47.82569784,55,Strassenbau,820,43.86182807,8,Natur- und Heimatschutz,#N/A,41.12890329,31.36619944,1990,
Volksinitiative «für eine autobahnfreie Landschaft zwischen Murten und Yverdon»,1990-03-31T22:00:00Z,Verkehr und Infrastruktur,800,47.82569784,55,Strassenbau,820,43.86182807,8,Natur- und Heimatschutz,#N/A,41.09366045,32.72161941,1990,
Volksinitiative «Stopp dem Beton - für eine Begrenzung des Strassenbaus!»,1990-03-31T22:00:00Z,Verkehr und Infrastruktur,800,47.82569784,55,Strassenbau,820,43.86182807,8,Natur- und Heimatschutz,#N/A,41.1243275,28.5118794,1990,
Volksinitiative «pro Tempo 130/100»,1989-11-25T23:00:00Z,Verkehr und Infrastruktur,800,47.82569784,55,Strassenverkehr,800,48.53296085,14,Luftreinhaltung,#N/A,69.15094495,38.01775173,1989,
Volksinitiative «für eine Schweiz ohne Armee und für eine umfassende Friedenspolitik»,1989-11-25T23:00:00Z,Sicherheitspolitik,300,50.57895823,49,Armeeabschaffung,320,53.55424983,2,#N/A,#N/A,69.18241963,35.59253249,1989,
Volksinitiative «für ein naturnahes Bauern - gegen Tierfabriken (Kleinbauern-Initiative)»,1989-06-03T22:00:00Z,Landwirtschaft,500,46.31987628,38,Agrarpolitik,500,42.87403572,11,Umweltpolitik,#N/A,35.95943093,48.9468249,1989,
Volksinitiative «für die Begrenzung der Einwanderung»,1988-12-03T23:00:00Z,Sozialpolitik,1000,48.56855724,132,Ausländerpolitik,1030,51.12846747,20,#N/A,#N/A,52.83768052,32.69845127,1988,
Volksinitiative «zur Herabsetzung der Arbeitszeit»,1988-12-03T23:00:00Z,Wirtschaft,400,48.27157492,76,Arbeitszeit,420,52.31992195,7,#N/A,#N/A,52.86274224,34.26870991,1988,
Volksinitiative «Stadt-Land-Initiative gegen die Bodenspekulation»,1988-12-03T23:00:00Z,Umwelt und Lebensraum,900,43.46254535,43,Bodenrecht,910,42.26303326,7,#N/A,#N/A,52.82853322,30.77875775,1988,
Volksinitiative «zur Herabsetzung des AHV-Rentenalters auf 62 Jahre für Männer und 60 Jahre für Frauen»,1988-06-11T22:00:00Z,Sozialpolitik,1000,48.56855724,132,Alters- und Hinterbliebenenversicherung,1020,51.73038178,23,Stellung der Frau,#N/A,42.0211658,35.11893044,1988,
Bundesbeschluss über die Verfassungsgrundlagen für eine koordinierte Verkehrspolitik,1988-06-11T22:00:00Z,Verkehr und Infrastruktur,800,47.82569784,55,Verkehrspolitik,800,47.46350524,9,Umweltpolitik,#N/A,41.89684303,45.51277481,1988,
Volksinitiative «zum Schutz der Moore - Rothenthurm-Initiative»,1987-12-05T23:00:00Z,Sicherheitspolitik,300,50.57895823,49,Militäranlagen,320,51.62499388,2,Natur- und Heimatschutz,#N/A,47.67068077,57.75895179,1987,
Bundesgesetz über die Krankenversicherung,1987-12-05T23:00:00Z,Sozialpolitik,1000,48.56855724,132,Kranken- und Unfallversicherung,1020,46.77694105,17,Stellung der Frau,Mutterschaftsversicherung,47.66388186,28.7205769,1987,
Bundesbeschluss betreffend das Konzept BAHN 2000,1987-12-05T23:00:00Z,Verkehr und Infrastruktur,800,47.82569784,55,Personenverkehr,830,47.69288896,1,Umweltpolitik,#N/A,47.69288896,56.99298114,1987,
Bundesbeschluss über das Abstimmungsverfahren bei Volksinitiativen mit Gegenentwurf,1987-04-04T22:00:00Z,Staatsordnung,100,48.14813263,94,Initiative,140,41.52211466,8,Verfassungsgebungsverfahren,#N/A,42.26162558,63.26559397,1987,
Volksinitiative «für die Mitsprache des Volkes bei Militärausgaben (Rüstungsreferendum)»,1987-04-04T22:00:00Z,Sicherheitspolitik,300,50.57895823,49,Rüstung,320,47.95003984,14,Referendum,#N/A,42.41821729,40.56056009,1987,
Bundesgesetz über Aufenthalt und Niederlassung der Ausländer,1987-04-04T22:00:00Z,Sozialpolitik,1000,48.56855724,132,Ausländerpolitik,1030,51.12846747,20,#N/A,#N/A,42.23733422,65.71218405,1987,
Asylgesetz,1987-04-04T22:00:00Z,Sozialpolitik,1000,48.56855724,132,Flüchtlinge,1030,45.42428137,8,#N/A,#N/A,42.38185127,67.34044277,1987,
Volksinitiative «für eine gerechte Besteuerung des Schwerverkehrs (Schwerverkehrsabgabe)»,1986-12-06T23:00:00Z,Verkehr und Infrastruktur,800,47.82569784,55,Schwerverkehr,820,46.02636737,6,Indirekte Steuern,Umweltpolitik,34.74167377,33.87352897,1986,
Bundesbeschluss über die Volksinitiative «für Mieterschutz»,1986-12-06T23:00:00Z,Umwelt und Lebensraum,900,43.46254535,43,Mietwesen,920,44.26261118,8,#N/A,#N/A,34.7103022,64.3689481,1986,
Bundesbeschluss über die inländische Zuckerwirtschaft,1986-09-27T22:00:00Z,Landwirtschaft,500,46.31987628,38,Pflanzliche Produktion,500,49.67879024,16,#N/A,#N/A,34.89722228,38.15932372,1986,
Volksinitiative «für eine gesicherte Berufsbildung und Umschulung»,1986-09-27T22:00:00Z,Bildung und Forschung,1100,39.99022374,24,Berufsbildung,1100,41.14271142,4,#N/A,#N/A,34.81633147,18.38199097,1986,
Gegenentwurf zur Volksinitiative Eidgenössische «Kulturinitiative»,1986-09-27T22:00:00Z,"Kultur, Religion, Medien",1200,42.55941099,18,Kulturpolitik,1200,40.55568839,6,Aufgabenteilung,#N/A,34.74303013,44.98824568,1986,
